sim_id,pressure,control,chaos,final_entropy,mean_entropy,max_entropy,mean_instability,max_instability
0,0.0,0.0,0.0,3.4651050567626953,3.465094804763794,3.4651050567626953,0.0,0.0
1,0.0,0.0,0.04545454680919647,3.463955879211426,3.464254379272461,3.4652862548828125,0.00020543734717648476,0.0008227825164794922
2,0.0,0.0,0.09090909361839294,3.4621710777282715,3.4624881744384766,3.4650745391845703,0.0003623529337346554,0.0021207332611083984
3,0.0,0.0,0.13636364042758942,3.4587175846099854,3.4587864875793457,3.4648962020874023,0.0005631194799207151,0.002053976058959961
4,0.0,0.0,0.1818181872367859,3.452439785003662,3.454697847366333,3.464448928833008,0.0007486010435968637,0.0032296180725097656
5,0.0,0.0,0.22727273404598236,3.44766902923584,3.448627233505249,3.4648358821868896,0.0010732581140473485,0.00525975227355957
6,0.0,0.0,0.27272725105285645,3.4408535957336426,3.4410252571105957,3.4650750160217285,0.0013905989471822977,0.005433082580566406
7,0.0,0.0,0.3181818127632141,3.429751396179199,3.433647871017456,3.464898109436035,0.0016127565177157521,0.0060846805572509766
8,0.0,0.0,0.3636363744735718,3.4235825538635254,3.4257261753082275,3.465097427368164,0.0018431725911796093,0.010760307312011719
9,0.0,0.0,0.40909090638160706,3.4171228408813477,3.415081739425659,3.464583158493042,0.0022550509311258793,0.01465153694152832
10,0.0,0.0,0.45454543828964233,3.405212163925171,3.4055233001708984,3.464661121368408,0.002570196520537138,0.017679452896118164
11,0.0,0.0,0.5,3.389362096786499,3.3945460319519043,3.4646401405334473,0.002826790092512965,0.01962590217590332
12,0.0,0.09090909361839294,0.0,1.5009160041809082,2.0357394218444824,3.464515209197998,0.003919359762221575,0.019686460494995117
13,0.0,0.09090909361839294,0.04545454680919647,2.2224321365356445,2.4454879760742188,3.464996337890625,0.0031006226781755686,0.013162374496459961
14,0.0,0.09090909361839294,0.09090909361839294,2.8257055282592773,2.8863635063171387,3.465066432952881,0.00202021817676723,0.009482860565185547
15,0.0,0.09090909361839294,0.13636364042758942,3.1637322902679443,3.1681487560272217,3.4649770259857178,0.0014716879231855273,0.007306814193725586
16,0.0,0.09090909361839294,0.1818181872367859,3.3196399211883545,3.3177125453948975,3.464653491973877,0.0011622648453339934,0.005462169647216797
17,0.0,0.09090909361839294,0.22727273404598236,3.3864622116088867,3.3917171955108643,3.4649765491485596,0.0009181880159303546,0.004262685775756836
18,0.0,0.09090909361839294,0.27272725105285645,3.424989700317383,3.425258159637451,3.464588165283203,0.000995014444924891,0.00494384765625
19,0.0,0.09090909361839294,0.3181818127632141,3.441602945327759,3.4403889179229736,3.465010166168213,0.001100101857446134,0.005063533782958984
20,0.0,0.09090909361839294,0.3636363744735718,3.44293212890625,3.444115161895752,3.46474027633667,0.001372033730149269,0.009368896484375
21,0.0,0.09090909361839294,0.40909090638160706,3.4422335624694824,3.4415807723999023,3.464816093444824,0.0015936850104480982,0.011012077331542969
22,0.0,0.09090909361839294,0.45454543828964233,3.4371094703674316,3.4351747035980225,3.464766025543213,0.0019252076745033264,0.01337122917175293
23,0.0,0.09090909361839294,0.5,3.4222025871276855,3.4263484477996826,3.4647977352142334,0.0020565420854836702,0.01774287223815918
24,0.0,0.1818181872367859,0.0,1.154841661453247,1.657855749130249,3.465238571166992,0.004611572716385126,0.0362241268157959
25,0.0,0.1818181872367859,0.04545454680919647,1.9152958393096924,2.122025489807129,3.464693069458008,0.004027660470455885,0.026105403900146484
26,0.0,0.1818181872367859,0.09090909361839294,2.5234878063201904,2.5834672451019287,3.4647345542907715,0.0030677071772515774,0.021948814392089844
27,0.0,0.1818181872367859,0.13636364042758942,2.914212703704834,2.920224905014038,3.4642975330352783,0.0024442945141345263,0.017840147018432617
28,0.0,0.1818181872367859,0.1818181872367859,3.1495070457458496,3.1357412338256836,3.464498281478882,0.0018527222564443946,0.013462543487548828
29,0.0,0.1818181872367859,0.22727273404598236,3.2673144340515137,3.2665491104125977,3.4648332595825195,0.0016599653754383326,0.009037494659423828
30,0.0,0.1818181872367859,0.27272725105285645,3.345431327819824,3.341409206390381,3.4648618698120117,0.0013552206801250577,0.009400367736816406
31,0.0,0.1818181872367859,0.3181818127632141,3.384798049926758,3.390185594558716,3.464082717895508,0.001231704605743289,0.006329774856567383
32,0.0,0.1818181872367859,0.3636363744735718,3.4135913848876953,3.4176862239837646,3.4648056030273438,0.0012700638035312295,0.006925106048583984
