sim_id,pressure,control,chaos,mean_entropy,final_entropy
0,0.0,0.0,0.0,3.465094804763794,3.4651050567626953
1,0.0,0.0,0.04545454680919647,3.464254379272461,3.463955879211426
2,0.0,0.0,0.09090909361839294,3.4624881744384766,3.4621710777282715
3,0.0,0.0,0.13636364042758942,3.4587864875793457,3.4587175846099854
4,0.0,0.0,0.1818181872367859,3.454697847366333,3.452439785003662
5,0.0,0.0,0.22727273404598236,3.448627233505249,3.44766902923584
6,0.0,0.0,0.27272725105285645,3.4410252571105957,3.4408535957336426
7,0.0,0.0,0.3181818127632141,3.433647871017456,3.429751396179199
8,0.0,0.0,0.3636363744735718,3.4257261753082275,3.4235825538635254
9,0.0,0.0,0.40909090638160706,3.415081739425659,3.4171228408813477
10,0.0,0.0,0.45454543828964233,3.4055233001708984,3.405212163925171
11,0.0,0.0,0.5,3.3945460319519043,3.389362096786499
12,0.0,0.09090909361839294,0.0,2.0357394218444824,1.5009160041809082
13,0.0,0.09090909361839294,0.04545454680919647,2.4454879760742188,2.2224321365356445
14,0.0,0.09090909361839294,0.09090909361839294,2.8863635063171387,2.8257055282592773
15,0.0,0.09090909361839294,0.13636364042758942,3.1681487560272217,3.1637322902679443
16,0.0,0.09090909361839294,0.1818181872367859,3.3177125453948975,3.3196399211883545
17,0.0,0.09090909361839294,0.22727273404598236,3.3917171955108643,3.3864622116088867
18,0.0,0.09090909361839294,0.27272725105285645,3.425258159637451,3.424989700317383
19,0.0,0.09090909361839294,0.3181818127632141,3.4403889179229736,3.441602945327759
20,0.0,0.09090909361839294,0.3636363744735718,3.444115161895752,3.44293212890625
21,0.0,0.09090909361839294,0.40909090638160706,3.4415807723999023,3.4422335624694824
22,0.0,0.09090909361839294,0.45454543828964233,3.4351747035980225,3.4371094703674316
23,0.0,0.09090909361839294,0.5,3.4263484477996826,3.4222025871276855
24,0.0,0.1818181872367859,0.0,1.657855749130249,1.154841661453247
25,0.0,0.1818181872367859,0.04545454680919647,2.122025489807129,1.9152958393096924
26,0.0,0.1818181872367859,0.09090909361839294,2.5834672451019287,2.5234878063201904
27,0.0,0.1818181872367859,0.13636364042758942,2.920224905014038,2.914212703704834
28,0.0,0.1818181872367859,0.1818181872367859,3.1357412338256836,3.1495070457458496
29,0.0,0.1818181872367859,0.22727273404598236,3.2665491104125977,3.2673144340515137
30,0.0,0.1818181872367859,0.27272725105285645,3.341409206390381,3.345431327819824
31,0.0,0.1818181872367859,0.3181818127632141,3.390185594558716,3.384798049926758
32,0.0,0.1818181872367859,0.3636363744735718,3.4176862239837646,3.4135913848876953
33,0.0,0.1818181872367859,0.40909090638160706,3.4310762882232666,3.430628776550293
34,0.0,0.1818181872367859,0.45454543828964233,3.435713768005371,3.436178207397461
35,0.0,0.1818181872367859,0.5,3.434602737426758,3.4347593784332275
36,0.0,0.27272728085517883,0.0,1.4559030532836914,0.9527409076690674
37,0.0,0.27272728085517883,0.04545454680919647,1.9405239820480347,1.7538177967071533
38,0.0,0.27272728085517883,0.09090909361839294,2.414182424545288,2.3457891941070557
39,0.0,0.27272728085517883,0.13636364042758942,2.7422473430633545,2.734877109527588
40,0.0,0.27272728085517883,0.1818181872367859,2.9815561771392822,2.9987502098083496
41,0.0,0.27272728085517883,0.22727273404598236,3.1562373638153076,3.1633830070495605
42,0.0,0.27272728085517883,0.27272725105285645,3.265035629272461,3.274285316467285
43,0.0,0.27272728085517883,0.3181818127632141,3.3307783603668213,3.330068588256836
44,0.0,0.27272728085517883,0.3636363744735718,3.3738596439361572,3.37050461769104
45,0.0,0.27272728085517883,0.40909090638160706,3.4031832218170166,3.4011611938476562
46,0.0,0.27272728085517883,0.45454543828964233,3.4205422401428223,3.4200282096862793
47,0.0,0.27272728085517883,0.5,3.428908586502075,3.4305224418640137
48,0.0,0.3636363744735718,0.0,1.3485726118087769,0.8663147687911987
49,0.0,0.3636363744735718,0.04545454680919647,1.8396416902542114,1.6468268632888794
50,0.0,0.3636363744735718,0.09090909361839294,2.280918836593628,2.227879524230957
51,0.0,0.3636363744735718,0.13636364042758942,2.6149237155914307,2.6062722206115723
52,0.0,0.3636363744735718,0.1818181872367859,2.878582000732422,2.8945975303649902
53,0.0,0.3636363744735718,0.22727273404598236,3.0583367347717285,3.076526165008545
54,0.0,0.3636363744735718,0.27272725105285645,3.178562641143799,3.182065963745117
55,0.0,0.3636363744735718,0.3181818127632141,3.2697906494140625,3.27209734916687
56,0.0,0.3636363744735718,0.3636363744735718,3.3329341411590576,3.328796863555908
57,0.0,0.3636363744735718,0.40909090638160706,3.369168996810913,3.3746352195739746
58,0.0,0.3636363744735718,0.45454543828964233,3.3964643478393555,3.3940348625183105
59,0.0,0.3636363744735718,0.5,3.4143407344818115,3.4152379035949707
60,0.0,0.4545454680919647,0.0,1.3174344301223755,0.8761613368988037
61,0.0,0.4545454680919647,0.04545454680919647,1.694948673248291,1.5107667446136475
62,0.0,0.4545454680919647,0.09090909361839294,2.175300359725952,2.1482157707214355
63,0.0,0.4545454680919647,0.13636364042758942,2.536271095275879,2.532567024230957
64,0.0,0.4545454680919647,0.1818181872367859,2.7824549674987793,2.7767887115478516
65,0.0,0.4545454680919647,0.22727273404598236,2.9834532737731934,3.0233285427093506
66,0.0,0.4545454680919647,0.27272725105285645,3.116405725479126,3.1267166137695312
67,0.0,0.4545454680919647,0.3181818127632141,3.2132210731506348,3.2142605781555176
68,0.0,0.4545454680919647,0.3636363744735718,3.285114288330078,3.2969846725463867
69,0.0,0.4545454680919647,0.40909090638160706,3.3335423469543457,3.331876277923584
70,0.0,0.4545454680919647,0.45454543828964233,3.3705711364746094,3.372727155685425
71,0.0,0.4545454680919647,0.5,3.394190788269043,3.3896336555480957
72,0.0,0.5454545021057129,0.0,1.1527118682861328,0.728174090385437
73,0.0,0.5454545021057129,0.04545454680919647,1.6264420747756958,1.4493249654769897
74,0.0,0.5454545021057129,0.09090909361839294,2.130178451538086,2.1129019260406494
75,0.0,0.5454545021057129,0.13636364042758942,2.4491024017333984,2.4562153816223145
76,0.0,0.5454545021057129,0.1818181872367859,2.697533369064331,2.688786029815674
77,0.0,0.5454545021057129,0.22727273404598236,2.900942087173462,2.9378156661987305
78,0.0,0.5454545021057129,0.27272725105285645,3.0541281700134277,3.075728416442871
79,0.0,0.5454545021057129,0.3181818127632141,3.17691707611084,3.1830272674560547
80,0.0,0.5454545021057129,0.3636363744735718,3.240098476409912,3.257162094116211
81,0.0,0.5454545021057129,0.40909090638160706,3.298720359802246,3.3057174682617188
82,0.0,0.5454545021057129,0.45454543828964233,3.342804193496704,3.3433151245117188
83,0.0,0.5454545021057129,0.5,3.373142957687378,3.3769469261169434
84,0.0,0.6363636255264282,0.0,1.094651222229004,0.7182950377464294
85,0.0,0.6363636255264282,0.04545454680919647,1.515845775604248,1.3675343990325928
86,0.0,0.6363636255264282,0.09090909361839294,2.042755365371704,1.950470209121704
87,0.0,0.6363636255264282,0.13636364042758942,2.3678014278411865,2.3730642795562744
88,0.0,0.6363636255264282,0.1818181872367859,2.6418521404266357,2.6268057823181152
89,0.0,0.6363636255264282,0.22727273404598236,2.8485846519470215,2.887002944946289
90,0.0,0.6363636255264282,0.27272725105285645,3.0032620429992676,3.0310683250427246
91,0.0,0.6363636255264282,0.3181818127632141,3.124476194381714,3.1447548866271973
92,0.0,0.6363636255264282,0.3636363744735718,3.2062370777130127,3.2036070823669434
93,0.0,0.6363636255264282,0.40909090638160706,3.269465684890747,3.2643303871154785
94,0.0,0.6363636255264282,0.45454543828964233,3.314115047454834,3.3111155033111572
95,0.0,0.6363636255264282,0.5,3.352569818496704,3.3543930053710938
96,0.0,0.7272727489471436,0.0,1.1008028984069824,0.7227927446365356
97,0.0,0.7272727489471436,0.04545454680919647,1.5570570230484009,1.3990447521209717
98,0.0,0.7272727489471436,0.09090909361839294,1.9767276048660278,1.9167110919952393
99,0.0,0.7272727489471436,0.13636364042758942,2.318793296813965,2.341322898864746
100,0.0,0.7272727489471436,0.1818181872367859,2.585780620574951,2.624760627746582
101,0.0,0.7272727489471436,0.22727273404598236,2.7842819690704346,2.816760540008545
102,0.0,0.7272727489471436,0.27272725105285645,2.94675874710083,2.961033821105957
103,0.0,0.7272727489471436,0.3181818127632141,3.0731663703918457,3.098996877670288
104,0.0,0.7272727489471436,0.3636363744735718,3.1728107929229736,3.175281524658203
105,0.0,0.7272727489471436,0.40909090638160706,3.2392146587371826,3.241854667663574
106,0.0,0.7272727489471436,0.45454543828964233,3.2884397506713867,3.2853732109069824
107,0.0,0.7272727489471436,0.5,3.3314483165740967,3.3311352729797363
108,0.0,0.8181818127632141,0.0,1.0358402729034424,0.7196912169456482
109,0.0,0.8181818127632141,0.04545454680919647,1.446612000465393,1.2882719039916992
110,0.0,0.8181818127632141,0.09090909361839294,1.9328317642211914,1.887998342514038
111,0.0,0.8181818127632141,0.13636364042758942,2.2746431827545166,2.2418289184570312
112,0.0,0.8181818127632141,0.1818181872367859,2.5302562713623047,2.5599679946899414
113,0.0,0.8181818127632141,0.22727273404598236,2.7325961589813232,2.7696151733398438
114,0.0,0.8181818127632141,0.27272725105285645,2.9071171283721924,2.970796585083008
115,0.0,0.8181818127632141,0.3181818127632141,3.036757707595825,3.0633487701416016
116,0.0,0.8181818127632141,0.3636363744735718,3.1398699283599854,3.146749496459961
117,0.0,0.8181818127632141,0.40909090638160706,3.205547571182251,3.2036328315734863
118,0.0,0.8181818127632141,0.45454543828964233,3.2638916969299316,3.271237850189209
119,0.0,0.8181818127632141,0.5,3.308586597442627,3.3084161281585693
120,0.0,0.9090908765792847,0.0,1.045151710510254,0.6942713856697083
121,0.0,0.9090908765792847,0.04545454680919647,1.3932833671569824,1.2459394931793213
122,0.0,0.9090908765792847,0.09090909361839294,1.894498586654663,1.871246337890625
123,0.0,0.9090908765792847,0.13636364042758942,2.222219228744507,2.195034980773926
124,0.0,0.9090908765792847,0.1818181872367859,2.4918694496154785,2.49509859085083
125,0.0,0.9090908765792847,0.22727273404598236,2.687880754470825,2.7269699573516846
126,0.0,0.9090908765792847,0.27272725105285645,2.8647613525390625,2.9013187885284424
127,0.0,0.9090908765792847,0.3181818127632141,2.993471622467041,3.0078721046447754
128,0.0,0.9090908765792847,0.3636363744735718,3.1098151206970215,3.1250534057617188
129,0.0,0.9090908765792847,0.40909090638160706,3.1791560649871826,3.1721584796905518
130,0.0,0.9090908765792847,0.45454543828964233,3.2375617027282715,3.234743118286133
131,0.0,0.9090908765792847,0.5,3.2849230766296387,3.286806583404541
132,0.0,1.0,0.0,0.9513497948646545,0.6624152064323425
133,0.0,1.0,0.04545454680919647,1.4141563177108765,1.275810718536377
134,0.0,1.0,0.09090909361839294,1.8466567993164062,1.8027691841125488
135,0.0,1.0,0.13636364042758942,2.192849636077881,2.19020676612854
136,0.0,1.0,0.1818181872367859,2.4549901485443115,2.427987813949585
137,0.0,1.0,0.22727273404598236,2.6660001277923584,2.710273027420044
138,0.0,1.0,0.27272725105285645,2.8299331665039062,2.8519034385681152
139,0.0,1.0,0.3181818127632141,2.9643094539642334,2.9994759559631348
140,0.0,1.0,0.3636363744735718,3.0700385570526123,3.0659658908843994
141,0.0,1.0,0.40909090638160706,3.158325433731079,3.155393600463867
142,0.0,1.0,0.45454543828964233,3.2136011123657227,3.2074246406555176
143,0.0,1.0,0.5,3.2661590576171875,3.2742726802825928
144,0.09090909361839294,0.0,0.0,0.6585540175437927,-0.0
145,0.09090909361839294,0.0,0.04545454680919647,1.3611012697219849,0.9311494827270508
146,0.09090909361839294,0.0,0.09090909361839294,1.8976161479949951,1.615572214126587
147,0.09090909361839294,0.0,0.13636364042758942,2.2477147579193115,2.025763988494873
148,0.09090909361839294,0.0,0.1818181872367859,2.511484384536743,2.347743034362793
149,0.09090909361839294,0.0,0.22727273404598236,2.7259111404418945,2.596425771713257
150,0.09090909361839294,0.0,0.27272725105285645,2.908130645751953,2.803332805633545
151,0.09090909361839294,0.0,0.3181818127632141,3.0672473907470703,3.0034523010253906
152,0.09090909361839294,0.0,0.3636363744735718,3.1991443634033203,3.15346622467041
153,0.09090909361839294,0.0,0.40909090638160706,3.2910044193267822,3.265247344970703
154,0.09090909361839294,0.0,0.45454543828964233,3.3449923992156982,3.3359482288360596
155,0.09090909361839294,0.0,0.5,3.375366687774658,3.3684136867523193
156,0.09090909361839294,0.09090909361839294,0.0,0.5592336058616638,-0.0
157,0.09090909361839294,0.09090909361839294,0.04545454680919647,1.2482631206512451,0.8589838147163391
158,0.09090909361839294,0.09090909361839294,0.09090909361839294,1.7937188148498535,1.5352450609207153
159,0.09090909361839294,0.09090909361839294,0.13636364042758942,2.1456761360168457,1.9557366371154785
160,0.09090909361839294,0.09090909361839294,0.1818181872367859,2.411226511001587,2.2544686794281006
161,0.09090909361839294,0.09090909361839294,0.22727273404598236,2.623950242996216,2.4959635734558105
162,0.09090909361839294,0.09090909361839294,0.27272725105285645,2.808896064758301,2.7177534103393555
163,0.09090909361839294,0.09090909361839294,0.3181818127632141,2.9629533290863037,2.8940346240997314
164,0.09090909361839294,0.09090909361839294,0.3636363744735718,3.099416494369507,3.061037063598633
165,0.09090909361839294,0.09090909361839294,0.40909090638160706,3.2173378467559814,3.178673028945923
166,0.09090909361839294,0.09090909361839294,0.45454543828964233,3.296870231628418,3.2854301929473877
167,0.09090909361839294,0.09090909361839294,0.5,3.3456013202667236,3.3341543674468994
168,0.09090909361839294,0.1818181872367859,0.0,0.5193586945533752,-0.0
169,0.09090909361839294,0.1818181872367859,0.04545454680919647,1.1717363595962524,0.7966373562812805
170,0.09090909361839294,0.1818181872367859,0.09090909361839294,1.7182955741882324,1.4801630973815918
171,0.09090909361839294,0.1818181872367859,0.13636364042758942,2.072974443435669,1.8972322940826416
172,0.09090909361839294,0.1818181872367859,0.1818181872367859,2.334359884262085,2.1962904930114746
173,0.09090909361839294,0.1818181872367859,0.22727273404598236,2.5483829975128174,2.4309990406036377
174,0.09090909361839294,0.1818181872367859,0.27272725105285645,2.728503942489624,2.6402535438537598
175,0.09090909361839294,0.1818181872367859,0.3181818127632141,2.880997896194458,2.803230047225952
176,0.09090909361839294,0.1818181872367859,0.3636363744735718,3.0175893306732178,2.9701170921325684
177,0.09090909361839294,0.1818181872367859,0.40909090638160706,3.139977216720581,3.10433292388916
178,0.09090909361839294,0.1818181872367859,0.45454543828964233,3.238513946533203,3.2171387672424316
179,0.09090909361839294,0.1818181872367859,0.5,3.3079068660736084,3.2830123901367188
180,0.09090909361839294,0.27272728085517883,0.0,0.48828890919685364,-0.0
181,0.09090909361839294,0.27272728085517883,0.04545454680919647,1.1099913120269775,0.7547231912612915
182,0.09090909361839294,0.27272728085517883,0.09090909361839294,1.6538752317428589,1.426037311553955
183,0.09090909361839294,0.27272728085517883,0.13636364042758942,2.012847900390625,1.84477698802948
184,0.09090909361839294,0.27272728085517883,0.1818181872367859,2.271015167236328,2.13308048248291
185,0.09090909361839294,0.27272728085517883,0.22727273404598236,2.4915883541107178,2.376401901245117
186,0.09090909361839294,0.27272728085517883,0.27272725105285645,2.6609418392181396,2.5671372413635254
187,0.09090909361839294,0.27272728085517883,0.3181818127632141,2.8114445209503174,2.7472074031829834
188,0.09090909361839294,0.27272728085517883,0.3636363744735718,2.9524950981140137,2.8870396614074707
189,0.09090909361839294,0.27272728085517883,0.40909090638160706,3.076709270477295,3.0333681106567383
190,0.09090909361839294,0.27272728085517883,0.45454543828964233,3.182192802429199,3.1476244926452637
191,0.09090909361839294,0.27272728085517883,0.5,3.266228675842285,3.2603719234466553
192,0.09090909361839294,0.3636363744735718,0.0,0.4266470968723297,-0.0
193,0.09090909361839294,0.3636363744735718,0.04545454680919647,1.0573819875717163,0.7175811529159546
194,0.09090909361839294,0.3636363744735718,0.09090909361839294,1.600258469581604,1.390278935432434
195,0.09090909361839294,0.3636363744735718,0.13636364042758942,1.9597333669662476,1.8100640773773193
196,0.09090909361839294,0.3636363744735718,0.1818181872367859,2.220954656600952,2.099440336227417
197,0.09090909361839294,0.3636363744735718,0.22727273404598236,2.4330673217773438,2.3177871704101562
198,0.09090909361839294,0.3636363744735718,0.27272725105285645,2.610776901245117,2.520981550216675
199,0.09090909361839294,0.3636363744735718,0.3181818127632141,2.7608914375305176,2.683089256286621
200,0.09090909361839294,0.3636363744735718,0.3636363744735718,2.901250123977661,2.839063882827759
201,0.09090909361839294,0.3636363744735718,0.40909090638160706,3.0196685791015625,2.972546339035034
